Version,Tiempo
pi_serie,.23407520000000000000
pi_par1,.28857500000000000000
pi_par2,.29346220000000000000
pi_par3,.10402160000000000000
pi_par4,.06631060000000000000
pi_par5,.06729820000000000000
pi_par6,.27782100000000000000
pi_par7,.21938560000000000000
