1024 .00633600000000000000 .00091900000000000000
2048 .02756530000000000000 .00357650000000000000
3072 .05995960000000000000 .00796100000000000000
1024 .00682480000000000000 .00092530000000000000
2048 .02781670000000000000 .00358890000000000000
3072 .06193800000000000000 .00796050000000000000
4096 .11132670000000000000 .01395190000000000000
5120 .17526890000000000000 .02176690000000000000
6144 .28341960000000000000 .03143220000000000000
7168 .38122650000000000000 .04259920000000000000
8192 .73087200000000000000 .05555850000000000000
9216 .72942060000000000000 .07131440000000000000
10240 1.24675970000000000000 .08740680000000000000
11264 1.22596260000000000000 .10613390000000000000
12288 4.33261260000000000000 .12547060000000000000
13312 1.58133620000000000000 .14856800000000000000
14336 2.58020300000000000000 .16948720000000000000
15360 2.10474560000000000000 .19542810000000000000
16384 14.61759540000000000000 .22294500000000000000
