1024 0.005854 0.000915
1024 0.003683 0.000857
1024 0.005200 0.001093
1024 0.005940 0.001095
1024 0.004970 0.001094
1024 0.003613 0.001095
1024 0.003202 0.001095
1024 0.005244 0.000980
1024 0.003155 0.001101
1024 0.003256 0.001094
2048 0.022598 0.002826
2048 0.023769 0.004491
2048 0.019845 0.004495
2048 0.021026 0.004217
2048 0.021157 0.004494
2048 0.021052 0.004501
2048 0.023023 0.003507
2048 0.020595 0.002860
2048 0.021514 0.002898
2048 0.024889 0.004477
3072 0.050063 0.006314
3072 0.049622 0.006190
3072 0.049726 0.006336
3072 0.048494 0.006252
3072 0.049480 0.006232
3072 0.050905 0.006414
3072 0.049930 0.006523
3072 0.048901 0.006384
3072 0.048657 0.006347
3072 0.050117 0.006519
4096 0.089963 0.011653
4096 0.092806 0.011025
4096 0.090003 0.011240
4096 0.096411 0.011241
4096 0.089959 0.011280
4096 0.092233 0.011048
4096 0.094548 0.011108
4096 0.096429 0.011061
4096 0.095758 0.011557
4096 0.090905 0.011194
5120 0.144799 0.017864
5120 0.140367 0.017399
5120 0.143512 0.017898
5120 0.140823 0.017274
5120 0.138546 0.018093
5120 0.140040 0.017988
5120 0.144982 0.017780
5120 0.140194 0.017652
5120 0.141561 0.017730
5120 0.138230 0.017768
6144 0.208867 0.025389
6144 0.208085 0.024950
6144 0.215077 0.026181
6144 0.211267 0.026332
6144 0.205003 0.025492
6144 0.206767 0.025323
6144 0.206515 0.025358
6144 0.210685 0.025792
6144 0.205453 0.025541
6144 0.209326 0.025589
7168 0.283946 0.034392
7168 0.280583 0.035694
7168 0.286372 0.035703
7168 0.288114 0.035030
7168 0.282580 0.033902
7168 0.282730 0.033748
7168 0.283263 0.035593
7168 0.288187 0.034032
7168 0.277055 0.033893
7168 0.284234 0.033733
8192 0.395241 0.046412
8192 0.380381 0.045726
8192 0.387445 0.044023
8192 0.390194 0.044103
8192 0.384333 0.045591
8192 0.397783 0.044836
8192 0.382687 0.045144
8192 0.385712 0.044117
8192 0.384364 0.044981
8192 0.394364 0.045297
9216 0.486835 0.058654
9216 0.469081 0.059216
9216 0.487424 0.059062
9216 0.485686 0.058076
9216 0.480461 0.059118
9216 0.468943 0.057506
9216 0.494503 0.061549
9216 0.501353 0.063901
9216 0.497037 0.057955
9216 0.481769 0.057923
10240 0.600008 0.068817
10240 0.602646 0.071467
10240 0.608625 0.071485
10240 0.601241 0.071545
10240 0.608064 0.071479
10240 0.597677 0.069819
10240 0.615867 0.072266
10240 0.604477 0.070598
10240 0.617446 0.072455
10240 0.607547 0.071652
11264 0.762662 0.087271
11264 0.750986 0.084548
11264 0.737761 0.083951
11264 0.745675 0.083159
11264 0.770810 0.085298
11264 0.745850 0.084044
11264 0.740991 0.084895
11264 0.743834 0.083168
11264 0.758582 0.086615
11264 0.744965 0.083999
12288 0.927882 0.103079
12288 0.917549 0.102934
12288 0.932220 0.102888
12288 0.928666 0.104470
12288 0.940528 0.104700
12288 0.889799 0.104909
12288 0.918842 0.101108
12288 0.913068 0.101235
12288 0.902068 0.100963
12288 0.902540 0.100790
13312 0.997948 0.117232
13312 1.034794 0.121893
13312 1.021433 0.121587
13312 1.020558 0.119812
13312 1.034667 0.120984
13312 1.035494 0.121514
13312 1.024436 0.119666
13312 1.035040 0.121826
13312 1.017059 0.119527
13312 1.025487 0.121385
14336 1.168744 0.135964
14336 1.191711 0.140078
14336 1.188144 0.140886
14336 1.191093 0.138748
14336 1.194357 0.140997
14336 1.200467 0.141209
14336 1.197093 0.138546
14336 1.196471 0.140598
14336 1.197560 0.140988
14336 1.197476 0.138479
15360 1.313082 0.156363
15360 1.347053 0.159043
15360 1.343784 0.161783
15360 1.347778 0.158943
15360 1.337030 0.162148
15360 1.342005 0.158878
15360 1.337663 0.161949
15360 1.338478 0.161737
15360 1.335576 0.158652
15360 1.342775 0.161889
16384 2.067970 0.177667
16384 2.072034 0.184241
16384 2.047429 0.184268
16384 1.991535 0.177426
16384 1.972127 0.184280
16384 1.944915 0.184053
16384 1.882803 0.180305
16384 1.812139 0.180454
16384 1.814040 0.180510
16384 1.807113 0.180406
